Year,Частота наблюдений,Тип отчетности,Series,Территория,Пол,Units,Value
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,11.284379
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,8.134502
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,8.424032
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,7.9
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,6.5
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,5.2
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,6.3
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,3.9
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,,На 100 000 населения,2.679877
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,10.776346
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,7.11383
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,3.520042
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,13.05733
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,6.020884
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,6.779718
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,5.0
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,5.8
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,2.4
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,5.6
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,1.6
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Женщины,На 100 000 населения,3.096263
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,4.492242
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,4.441089
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,6.139597
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,9.521419
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,10.22922
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,10.048821
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,10.7
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,7.3
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,8.0
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,7.0
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,6.2
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Таласская область,Мужчины,На 100 000 населения,2.272417
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,12.255614
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,13.153626
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,11.182041
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,6.530648
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,10.259855
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,8.790298
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,6.6
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,6.5
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,5.8
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,5.4
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,4.8
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,,На 100 000 населения,6.334346
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,9.181073
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,8.612184
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,7.080216
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,6.056436
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,8.891004
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,7.112005
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,6.3
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,3.9
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,4.7
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,4.2
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,2.6
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Женщины,На 100 000 населения,4.864719
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,15.445168
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,17.863614
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,15.432489
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,7.021521
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,11.674872
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,10.522735
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,7.0
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,9.2
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,6.9
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,6.6
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,7.1
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),Чуйская область,Мужчины,На 100 000 населения,7.849328
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,19.444499
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,16.559633
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,18.582512
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,17.465079
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,16.607541
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,17.864088
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,10.1
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,9.5
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,7.9
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,10.1
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,10.1
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,,На 100 000 населения,8.968212
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,15.310366
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,11.046411
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,10.882674
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,9.84267
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,10.76723
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,7.817766
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,7.4
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,7.1
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,4.6
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,7.0
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,7.6
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Женщины,На 100 000 населения,5.929539
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,24.204157
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,22.932791
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,27.489325
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,26.266739
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,23.342207
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,29.427859
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,13.1
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,12.3
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,11.8
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,13.7
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,12.9
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Бишкек,Мужчины,На 100 000 населения,12.420425
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,40.964579
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,24.854562
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,23.592385
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,13.593447
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,19.152071
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,29.440248
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,21.3
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,24.7
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,22.3
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,14.0
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,4.9
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,,На 100 000 населения,7.479508
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,35.243744
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,19.402116
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,14.139324
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,11.947431
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,11.255262
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,20.837209
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,12.4
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,20.9
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,14.9
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,12.5
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,4.1
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Женщины,На 100 000 населения,3.953533
2007,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,47.169044
2008,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,30.771224
2009,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,33.821599
2010,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,15.377518
2011,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,27.737893
2012,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,38.780044
2013,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,30.9
2014,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,28.7
2015,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,30.4
2016,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,15.6
2017,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,5.8
2018,Годовая,Национальный,Распространенность поверхностного антигена гепатита В (HBsAg),г. Ош,Мужчины,На 100 000 населения,11.238007
