Year,Частота наблюдений,Тип отчетности,Series,Территория,Пол,Units,Value
2014,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,,Процент,34.362547
2015,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,,Процент,20.034504
2016,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,,Процент,30.786654
2017,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,,Процент,28.115403
2018,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,,Процент,34.548189
2007,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,13.871389
2008,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,27.298253
2009,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,18.177412
2010,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,36.051626
2011,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,21.926886
2012,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,15.309916
2013,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,31.064217
2014,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,30.258167
2015,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,14.949598
2016,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,33.905848
2017,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,31.034376
2018,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Женщины,Процент,33.577192
2007,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,39.954338
2008,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,44.11057
2009,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,37.118606
2010,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,309.616245
2011,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,30.44769
2012,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,27.007258
2013,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,65.319032
2014,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,38.683839
2015,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,25.568908
2016,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,27.42293
2017,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,24.919295
2018,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Бишкек,Мужчины,Процент,35.610158
2007,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,7.896399
2008,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,20.263425
2009,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,13.09209
2010,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,84.274841
2011,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,47.337278
2012,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,5.333333
2013,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,35.351063
2014,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,12.94733
2015,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,2.512879
2016,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,12.46137
2017,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,5.105036
2018,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,,Процент,2.617458
2009,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Женщины,Процент,16.408686
2010,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Женщины,Процент,33.337037
2011,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Женщины,Процент,5.502972
2013,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Женщины,Процент,5.457919
2014,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Женщины,Процент,5.139538
2015,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Женщины,Процент,5.105948
2007,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,15.438452
2008,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,40.178796
2009,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,10.046213
2010,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,130.175737
2011,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,85.629376
2012,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,10.400416
2013,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,65.033601
2014,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,20.875737
2016,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,25.440114
2017,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,10.756736
2018,Годовая,Национальный,Производственный травматизм с не смертельным исходом среди работников (доля),г. Ош,Мужчины,Процент,5.567309
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,4.792995
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,4.826447
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,5.057444
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,6.148875
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,4.517259
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,4.781357
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,5.835186
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,3.602017
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,4.103205
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,5.048044
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,6.691124
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,,Процент,1.516867
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.777454
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.411186
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,1.629361
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.825627
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.403146
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.764608
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,1.134662
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.729733
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.364109
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Женщины,Процент,0.355105
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,9.433242
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,9.428221
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,8.731604
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,11.770296
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,8.78764
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,9.937867
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,11.469205
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,6.37419
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,7.992529
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,10.398988
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,14.357973
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Киргизия,Мужчины,Процент,2.84789
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,3.728144
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,4.071661
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,21.645959
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,15.755475
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,13.845621
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,10.351253
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,12.475439
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,2.86574
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,17.705905
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,20.716188
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,11.266019
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,,Процент,2.849977
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,7.11187
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,7.190106
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,41.52479
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,28.176951
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,26.668445
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,20.19794
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,23.565453
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,6.255865
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,38.56289
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,43.859649
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,24.816975
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Баткенская область,Мужчины,Процент,6.485505
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,3.583972
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,4.534393
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,3.352498
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,1.65191
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,4.722773
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,9.200055
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,9.390847
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,3.023614
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,2.776081
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,1.395557
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,,Процент,13.231714
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Женщины,Процент,2.833263
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,7.714264
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,9.484367
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,7.03705
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,3.454351
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,10.300783
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,20.34381
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,17.484352
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,6.547716
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,6.146848
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,3.084611
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Джалал-Абадская область,Мужчины,Процент,29.022521
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,13.136807
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,2.646273
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,16.290182
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,7.840063
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,2.596189
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,5.463287
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,2.655901
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,7.797879
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,10.529918
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,7.956927
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,,Процент,2.535947
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Женщины,Процент,5.253204
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Женщины,Процент,16.760713
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Женщины,Процент,5.038799
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,21.024967
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,5.302789
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,15.845349
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,10.858353
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,5.352746
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,11.813349
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,0.0
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,5.590652
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,16.993316
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,22.840176
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,17.059994
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Иссык-Кульская область,Мужчины,Процент,5.593467
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,17.955739
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,4.448003
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,8.653139
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,8.600301
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,8.443094
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,8.285691
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,8.224022
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,16.345879
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,3.700278
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,19.647137
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,,Процент,19.320685
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Женщины,Процент,8.058667
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Женщины,Процент,7.907639
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Женщины,Процент,7.789375
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,38.71842
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,9.553836
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,9.599693
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,18.703825
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,18.637592
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,18.883958
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,37.703836
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,8.688097
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,45.195697
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Нарынская область,Мужчины,Процент,43.402778
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,,Процент,0.0
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,,Процент,2.148043
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,,Процент,4.345181
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,,Процент,7.250755
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,,Процент,2.649638
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,,Процент,2.590741
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,,Процент,6.776751
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,Мужчины,Процент,0.0
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,Мужчины,Процент,4.880906
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,Мужчины,Процент,11.227125
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,Мужчины,Процент,17.884822
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,Мужчины,Процент,6.378365
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,Мужчины,Процент,6.510417
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Ошская область,Мужчины,Процент,16.669445
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,5.755727
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,5.701579
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,5.350455
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,5.483659
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,10.582571
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,5.259006
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,30.616931
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,10.404745
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,10.041169
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,5.102301
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,,Процент,4.923198
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,13.294337
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,13.486177
2009,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,12.292563
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,11.875074
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,23.419204
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,11.546011
2013,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,66.55574
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,22.606533
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,21.746222
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,11.318619
2018,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Таласская область,Мужчины,Процент,10.5241
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,6.682348
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,9.966399
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,4.774409
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,3.330447
2012,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,6.30517
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,4.936728
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,3.206927
2016,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,3.181016
2017,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,,Процент,3.310107
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Женщины,Процент,2.70966
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Женщины,Процент,3.153977
2014,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Женщины,Процент,9.577932
2015,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Женщины,Процент,6.113964
2007,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Мужчины,Процент,10.548801
2008,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Мужчины,Процент,19.312476
2010,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Мужчины,Процент,9.819967
2011,Годовая,Национальный,Производственный травматизм со смертельным исходом среди работников (доля),Чуйская область,Мужчины,Процент,3.527835
