Year,Частота наблюдений,Тип отчетности,Series,Территория,Пол,Units,Value
2016,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Бишкек,Мужчины,На 100 000 населения,15
2017,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Бишкек,Мужчины,На 100 000 населения,15
2018,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Бишкек,Мужчины,На 100 000 населения,19
2007,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,,На 100 000 населения,4
2011,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,,На 100 000 населения,4
2012,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,,На 100 000 населения,12
2015,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,,На 100 000 населения,4
2007,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,Женщины,На 100 000 населения,7
2012,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,Женщины,На 100 000 населения,15
2011,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,Мужчины,На 100 000 населения,8
2012,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,Мужчины,На 100 000 населения,8
2015,Годовая,Национальный,Смертность   от токсического действия окиси углерода на 100 000 населения,г. Ош,Мужчины,На 100 000 населения,8
