Year,concept.FREQ,concept.REPORTING_TYPE,Series,concept.REF_AREA,Units,Value
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,99.5
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,96.7
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,97.6
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,97.3
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,97.7
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,98.1
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,98.1
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,97.0
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG04,CL_UNIT_MEASURE.PT,97.646444
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,98.9
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,99.5
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,99.8
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,99.7
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,94.7
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,96.6
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,97.9
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,96.1
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,99.0
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,99.2
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,96.8
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG06,CL_UNIT_MEASURE.PT,98.10916
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,98.6
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,99.2
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,97.6
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,97.1
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,97.7
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,98.8
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,97.7
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,94.3
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,97.1
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,97.0
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,95.6
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG07,CL_UNIT_MEASURE.PT,98.413291
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,99.1
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,97.4
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,98.7
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,96.4
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,97.1
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,96.4
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,99.3
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,96.5
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,98.6
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,95.0
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,96.3
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG08,CL_UNIT_MEASURE.PT,97.43813
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,99.8
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,99.9
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,98.6
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,99.0
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,97.4
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,97.7
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,98.4
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,95.6
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,99.8
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,95.1
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,91.7
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG11,CL_UNIT_MEASURE.PT,96.281062
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,98.8
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,98.9
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,98.2
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,97.4
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,99.7
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,98.1
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,98.7
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,99.9
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,99.7
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,96.8
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,97.7
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_MCV2,CL_AREA.KG21,CL_UNIT_MEASURE.PT,99.425085
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG,CL_UNIT_MEASURE.PT,96.8
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG,CL_UNIT_MEASURE.PT,97.2
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG,CL_UNIT_MEASURE.PT,94.2
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG,CL_UNIT_MEASURE.PT,92.0
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG05,CL_UNIT_MEASURE.PT,97.3
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG05,CL_UNIT_MEASURE.PT,99.3
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG05,CL_UNIT_MEASURE.PT,96.3
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG05,CL_UNIT_MEASURE.PT,94.6
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG03,CL_UNIT_MEASURE.PT,97.3
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG03,CL_UNIT_MEASURE.PT,95.9
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG03,CL_UNIT_MEASURE.PT,94.5
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG03,CL_UNIT_MEASURE.PT,93.8
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG02,CL_UNIT_MEASURE.PT,98.2
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG02,CL_UNIT_MEASURE.PT,96.4
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG02,CL_UNIT_MEASURE.PT,96.3
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG02,CL_UNIT_MEASURE.PT,95.0
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG04,CL_UNIT_MEASURE.PT,96.8
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG04,CL_UNIT_MEASURE.PT,96.7
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG04,CL_UNIT_MEASURE.PT,97.0
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG04,CL_UNIT_MEASURE.PT,95.1
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG06,CL_UNIT_MEASURE.PT,96.3
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG06,CL_UNIT_MEASURE.PT,98.8
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG06,CL_UNIT_MEASURE.PT,97.2
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG06,CL_UNIT_MEASURE.PT,92.1
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG07,CL_UNIT_MEASURE.PT,97.2
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG07,CL_UNIT_MEASURE.PT,96.1
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG07,CL_UNIT_MEASURE.PT,94.0
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG07,CL_UNIT_MEASURE.PT,96.0
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG08,CL_UNIT_MEASURE.PT,97.6
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG08,CL_UNIT_MEASURE.PT,98.7
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG08,CL_UNIT_MEASURE.PT,92.6
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG08,CL_UNIT_MEASURE.PT,92.1
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG11,CL_UNIT_MEASURE.PT,95.0
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG11,CL_UNIT_MEASURE.PT,94.8
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG11,CL_UNIT_MEASURE.PT,90.4
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG11,CL_UNIT_MEASURE.PT,83.4
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG21,CL_UNIT_MEASURE.PT,97.9
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG21,CL_UNIT_MEASURE.PT,96.8
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG21,CL_UNIT_MEASURE.PT,90.0
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.SH_ACS_PCV3,CL_AREA.KG21,CL_UNIT_MEASURE.PT,93.9
