Year,concept.FREQ,concept.REPORTING_TYPE,Series,concept.REF_AREA,concept.SEX,Units,Value
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,6
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,50
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,2
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,12
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,6
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,16
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,3
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,7
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,1
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,17
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,1
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,46
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,7
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,5
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,6
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,2
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,3
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG06,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,18
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,,CL_UNIT_MEASURE.NUMBER,1
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,,CL_UNIT_MEASURE.NUMBER,4
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,,CL_UNIT_MEASURE.NUMBER,6
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,,CL_UNIT_MEASURE.NUMBER,5
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,1
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,3
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,4
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,4
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,1
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,2
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG07,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,1
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,35
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,102
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,19
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,46
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,41
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,23
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,22
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,13
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,15
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,14
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,55
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,,CL_UNIT_MEASURE.NUMBER,10
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,28
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,76
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,12
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,32
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,30
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,15
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,12
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,7
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,8
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,11
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,31
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,7
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,7
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,26
2009,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,7
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,14
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,11
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,8
2013,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,10
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,6
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,7
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,3
2017,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,24
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG08,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,3
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,,CL_UNIT_MEASURE.NUMBER,12
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,,CL_UNIT_MEASURE.NUMBER,1
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,,CL_UNIT_MEASURE.NUMBER,14
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,,CL_UNIT_MEASURE.NUMBER,19
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,,CL_UNIT_MEASURE.NUMBER,3
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,,CL_UNIT_MEASURE.NUMBER,2
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,,CL_UNIT_MEASURE.NUMBER,7
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,9
2008,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,1
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,9
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,11
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,2
2016,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,7
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,3
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,5
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,8
2012,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,1
2014,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG11,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,2
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,,CL_UNIT_MEASURE.NUMBER,7
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,,CL_UNIT_MEASURE.NUMBER,6
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,,CL_UNIT_MEASURE.NUMBER,4
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,,CL_UNIT_MEASURE.NUMBER,1
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,,CL_UNIT_MEASURE.NUMBER,1
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,5
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,4
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,2
2015,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,1
2018,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.M,CL_UNIT_MEASURE.NUMBER,1
2007,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,2
2010,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,2
2011,CL_FREQ.A,CL_REPORTING_TYPE.N,CL_SERIES.VC_DSR_MORT,CL_AREA.KG21,CL_SEX.F,CL_UNIT_MEASURE.NUMBER,2
